Department,Title,Unique_Code,GR_Date,Website_Size,PDF_URL,Pages,Downloaded_Size(Bytes),Local_File,Download_Status,Downloaded_On
Environment Department,"Under the State Lake Conservation Scheme, Mr. Inflation, h. Gadhinglaj, Dist. Regarding giving administrative approval along with final approval to Gavatalwas at Kolhapur.",202410101325220504,09-10-2024,989,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410101325220504.pdf,9,1012281,GR_DATASET\pdfs\Environment Department\202410101325220504.pdf,Downloaded,2026-07-27 22:24:14
Environment Department,"Regarding making the funds received from the Central Government available to the Pune Municipal Corporation for the implementation of the Mula-Mutha River, Pune Pollution Reduction Project under the National River Conservation Scheme.",202410081251449804,08-10-2024,577,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410081251449804.pdf,3,591252,GR_DATASET\pdfs\Environment Department\202410081251449804.pdf,Downloaded,2026-07-27 22:24:15
Environment Department,"Regarding depositing the funds released by the Central Government to the SNA account for the Central Government sponsored scheme Mula-Mutha River, Pune Pollution Reduction Project under the National River Conservation Scheme.",202409271629524604,27-09-2024,217,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409271629524604.pdf,3,222469,GR_DATASET\pdfs\Environment Department\202409271629524604.pdf,Downloaded,2026-07-27 22:24:16
Environment Department,Majhi Vasundhara Abhiyan 4.0 Distribution of prize and prize money to top performing local bodies,202409271748161804,27-09-2024,959,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409271748161804.pdf,50,981885,GR_DATASET\pdfs\Environment Department\202409271748161804.pdf,Downloaded,2026-07-27 22:24:17
Environment Department,Regarding continuation of temporary posts from 01/09/2024 to 28/02/2025..,202409261446552704,26-09-2024,199,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409261446552704.pdf,3,203522,GR_DATASET\pdfs\Environment Department\202409261446552704.pdf,Downloaded,2026-07-27 22:24:17
Environment Department,"Regarding introduction of Emission Trading Scheme (ETS) to reduce pollution emissions, control air pollution and improve air quality in the state.",202409231318498304,20-09-2024,629,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409231318498304.pdf,7,644553,GR_DATASET\pdfs\Environment Department\202409231318498304.pdf,Downloaded,2026-07-27 22:24:19
Environment Department,"Introduction of an Emission Trading Scheme (ETS) for reducing pollution emissions, controlling air pollution, and improving air quality in the State of Maharashtra.",202409231657152204,20-09-2024,529,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409231657152204.pdf,6,541381,GR_DATASET\pdfs\Environment Department\202409231657152204.pdf,Downloaded,2026-07-27 22:24:20
Environment Department,Determining structure of the Hareet Maharashtra Programme aimed at promoting sustainable plantation of bamboo and other trees in the state,202409111819346204,11-09-2024,563,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409111819346204.pdf,14,576839,GR_DATASET\pdfs\Environment Department\202409111819346204.pdf,Downloaded,2026-07-27 22:24:21
Environment Department,Regarding the implementation of My Vasundhara Abhiyan-5.0 in the local bodies of the state.,202409061612566904.,06-09-2024,14070,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409061612566904..pdf,1153,14407727,GR_DATASET\pdfs\Environment Department\202409061612566904..pdf,Downloaded,2026-07-27 22:24:36
Environment Department,"Under the State Lake Conservation Scheme Agarnal, Dist. Regarding granting final approval along with administrative approval to Agarnal Dhangarwadi Lake proposal at Ratnagiri.",202408291638051004,28-08-2024,250,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291638051004.pdf,9,256026,GR_DATASET\pdfs\Environment Department\202408291638051004.pdf,Downloaded,2026-07-27 22:24:37
Environment Department,Regarding grant of final approval along with administrative approval to Aadhaarwadi Lake in Kalyan Dombivli Municipal Corporation limits under State Lake Conservation Scheme.,202408291641385104,28-08-2024,245,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291641385104.pdf,9,251073,GR_DATASET\pdfs\Environment Department\202408291641385104.pdf,Downloaded,2026-07-27 22:24:38
Environment Department,"Moje Chave under the State Lake Conservation Scheme, p. Dist. Regarding giving final approval along with administrative approval to the Kond Lake proposal of Chave Ward at Ratnagiri.",202408291643460204,28-08-2024,251,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291643460204.pdf,9,257068,GR_DATASET\pdfs\Environment Department\202408291643460204.pdf,Downloaded,2026-07-27 22:24:39
Environment Department,"Under State Lake Conservation Scheme, Chandor, Tt. Dist. Regarding granting final approval along with administrative approval to Chandor Sapuchetale Lake proposal at Ratnagiri.",202408291645523404,28-08-2024,251,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291645523404.pdf,9,256884,GR_DATASET\pdfs\Environment Department\202408291645523404.pdf,Downloaded,2026-07-27 22:24:39
Environment Department,"Mauje Takwade under the State Lake Conservation Scheme, Shirol, Dist. Regarding granting final approval along with administrative approval to Gavatalav proposal at Kolhapur.",202408291648308304,28-08-2024,311,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291648308304.pdf,9,318848,GR_DATASET\pdfs\Environment Department\202408291648308304.pdf,Downloaded,2026-07-27 22:24:40
Environment Department,"Mauje Nandivade under the State Lake Conservation Scheme, Dist. Regarding granting final approval along with administrative approval to the lake proposal at Ratnagiri.",202408291650405504,28-08-2024,251,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291650405504.pdf,9,256848,GR_DATASET\pdfs\Environment Department\202408291650405504.pdf,Downloaded,2026-07-27 22:24:41
Environment Department,Regarding grant of final approval along with administrative approval to Nandivali Lake in Kalyan Dombivali Municipal Corporation limits under State Lake Conservation Scheme.,202408291652493304,28-08-2024,245,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291652493304.pdf,9,251064,GR_DATASET\pdfs\Environment Department\202408291652493304.pdf,Downloaded,2026-07-27 22:24:42
Environment Department,"Basani under State Lake Conservation Scheme, Dist. Regarding giving final approval along with administrative approval to Tale Talao proposal of Basani Gavan at Ratnagiri.",202408291655095004,28-08-2024,251,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291655095004.pdf,9,256997,GR_DATASET\pdfs\Environment Department\202408291655095004.pdf,Downloaded,2026-07-27 22:24:43
Environment Department,"Under the State Lake Conservation Scheme, Mr. Tiroda, Sawantwadi, Dist. Regarding granting final approval along with administrative approval to the Mauli Temple Lake proposal at Sindhudurg.",202408291657257204,28-08-2024,249,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291657257204.pdf,9,255155,GR_DATASET\pdfs\Environment Department\202408291657257204.pdf,Downloaded,2026-07-27 22:24:44
Environment Department,"Under State Lake Conservation Scheme, Mervi, T. Dist. Regarding granting final approval along with administrative approval to Mervi-Khambatale Lake proposal at Ratnagiri.",202408291659561004,28-08-2024,251,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291659561004.pdf,9,257186,GR_DATASET\pdfs\Environment Department\202408291659561004.pdf,Downloaded,2026-07-27 22:24:44
Environment Department,"Under the State Lake Conservation Scheme, Waghapur, Bhudargarh, Dist. Regarding granting final approval along with administrative approval to Gavatalav proposal at Kolhapur.",202408291702151204,28-08-2024,248,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291702151204.pdf,9,254254,GR_DATASET\pdfs\Environment Department\202408291702151204.pdf,Downloaded,2026-07-27 22:24:45
Environment Department,Regarding grant of final approval along with administrative approval to Vitthalwadi Lake in Kalyan Dombivli Municipal Corporation limits under State Lake Conservation Scheme.,202408291704271104,28-08-2024,355,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291704271104.pdf,9,363257,GR_DATASET\pdfs\Environment Department\202408291704271104.pdf,Downloaded,2026-07-27 22:24:46
Environment Department,"Mauje Gadmudshingi under the State Lake Conservation Scheme, Karveer, Dist. Regarding grant of final approval along with administrative approval to Yashwant Gangasagar Lake at Kolhapur.",202408281124252904,26-08-2024,294,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281124252904.pdf,9,301313,GR_DATASET\pdfs\Environment Department\202408281124252904.pdf,Downloaded,2026-07-27 22:24:47
Environment Department,"Mauje Vasgade under the State Lake Conservation Scheme, Karveer, Dist. Regarding giving final approval along with administrative approval to Gavatalav proposal at Kolhapur.",202408281126161604,26-08-2024,295,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281126161604.pdf,9,301990,GR_DATASET\pdfs\Environment Department\202408281126161604.pdf,Downloaded,2026-07-27 22:24:47
Environment Department,"Mauje Katai under the State Lake Conservation Scheme, Bhiwandi, Dist. Regarding granting final approval along with administrative approval to Village Pond proposal at Thane.",202408281106445604,26-08-2024,367,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281106445604.pdf,9,375949,GR_DATASET\pdfs\Environment Department\202408281106445604.pdf,Downloaded,2026-07-27 22:24:48
Environment Department,"Activities under the State Lake Conservation Scheme, Bhiwandi, Dist. Regarding granting final approval along with administrative approval to Village Pond proposal at Thane.",202408281108525404,26-08-2024,245,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281108525404.pdf,9,250715,GR_DATASET\pdfs\Environment Department\202408281108525404.pdf,Downloaded,2026-07-27 22:24:49
Environment Department,"Mauje Khoni under State Lake Conservation Scheme, Bhiwandi, Dist. Regarding granting final approval along with administrative approval to Village Pond proposal at Thane.",202408281111021604,26-08-2024,228,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281111021604.pdf,9,233102,GR_DATASET\pdfs\Environment Department\202408281111021604.pdf,Downloaded,2026-07-27 22:24:50
Environment Department,"Mauje Zidke under the State Lake Conservation Scheme, Bhiwandi, Dist. Regarding granting final approval along with administrative approval to Village Pond proposal at Thane.",202408281113365004,26-08-2024,292,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281113365004.pdf,9,298946,GR_DATASET\pdfs\Environment Department\202408281113365004.pdf,Downloaded,2026-07-27 22:24:51
Environment Department,"Mauje Dive Kevani under the State Lake Conservation Scheme, Bhiwandi, Dist. Regarding granting final approval along with administrative approval to Village Pond proposal at Thane.",202408281116398004,26-08-2024,379,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281116398004.pdf,9,388171,GR_DATASET\pdfs\Environment Department\202408281116398004.pdf,Downloaded,2026-07-27 22:24:51
Environment Department,"Mauje Nandkar under the State Lake Conservation Scheme. Bhiwandi, Dist. Regarding granting final approval along with administrative approval to Village Pond proposal at Thane.",202408281118434904,26-08-2024,310,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281118434904.pdf,9,317774,GR_DATASET\pdfs\Environment Department\202408281118434904.pdf,Downloaded,2026-07-27 22:24:52
Environment Department,"Under State Lake Conservation Scheme, Mauje Paigaon, Tt. Bhiwandi, Dist. Regarding granting final approval along with administrative approval to Village Pond proposal at Thane.",202408281120311604,26-08-2024,244,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281120311604.pdf,9,250138,GR_DATASET\pdfs\Environment Department\202408281120311604.pdf,Downloaded,2026-07-27 22:24:53
Environment Department,Regarding granting final approval along with administrative approval to Bageshwari Lake (Phase-II) conservation proposal in Murbad Nagar Panchayat limits under State Lake Conservation Scheme.,202408281122291504,26-08-2024,245,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281122291504.pdf,9,251140,GR_DATASET\pdfs\Environment Department\202408281122291504.pdf,Downloaded,2026-07-27 22:24:54
Environment Department,Regarding revising the consent fee levied by the Maharashtra Pollution Control Board for Combined Consent and BMW Authorization for all medical establishments and projects providing facilities for bio-medical waste management.,202408221210334704,21-08-2024,553,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408221210334704.pdf,4,566183,GR_DATASET\pdfs\Environment Department\202408221210334704.pdf,Downloaded,2026-07-27 22:24:54
Environment Department,"Regarding setting up of a committee consisting of Deputy Secretaries of Government Departments concerned with implementation mechanisms to examine the feasibility of entering into agreements with various organizations for the maintenance, cultivation and irrigation of bamboo plantations on government, public and community forest rights land under the Bamboo Plantation Initiative.",202408141241327904,14-08-2024,166,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408141241327904.pdf,4,169921,GR_DATASET\pdfs\Environment Department\202408141241327904.pdf,Downloaded,2026-07-27 22:24:55
Environment Department,"Under the State Lake Conservation Scheme Atpadi, Dist. Regarding grant of final approval along with administrative approval to Atpadi Lake at Sangli.",202408131616097504,13-08-2024,247,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408131616097504.pdf,9,253337,GR_DATASET\pdfs\Environment Department\202408131616097504.pdf,Downloaded,2026-07-27 22:24:56
Environment Department,"Under the State Lake Conservation Scheme, Dhavaleshwar, Tt. Khanapur, Dist. Regarding grant of final approval along with administrative approval to Dhavaleshwar Lake at Sangli.",202408131617207304,13-08-2024,227,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408131617207304.pdf,9,232693,GR_DATASET\pdfs\Environment Department\202408131617207304.pdf,Downloaded,2026-07-27 22:24:57
Environment Department,"Pare under the State Lake Conservation Scheme, Khanapur, Dist. Regarding grant of final approval along with administrative approval to Pare (Dargoba) Lake at Sangli.",202408131619429404,13-08-2024,248,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408131619429404.pdf,9,254156,GR_DATASET\pdfs\Environment Department\202408131619429404.pdf,Downloaded,2026-07-27 22:24:58
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Pimpri Chinchwad Municipal Corporation,202408061305072804,06-08-2024,660,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061305072804.pdf,4,675482,GR_DATASET\pdfs\Environment Department\202408061305072804.pdf,Downloaded,2026-07-27 22:24:59
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Anandavan Gram Panchayat,202408061307264604,06-08-2024,620,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061307264604.pdf,4,634866,GR_DATASET\pdfs\Environment Department\202408061307264604.pdf,Downloaded,2026-07-27 22:25:00
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Ahmednagar Municipal Corporation,202408061310161104,06-08-2024,585,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061310161104.pdf,4,599069,GR_DATASET\pdfs\Environment Department\202408061310161104.pdf,Downloaded,2026-07-27 22:25:00
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Near Gaon Gram Panchayat,202408061311571204,06-08-2024,612,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061311571204.pdf,4,626730,GR_DATASET\pdfs\Environment Department\202408061311571204.pdf,Downloaded,2026-07-27 22:25:02
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Dhule Municipal Corporation,202408061312189604,06-08-2024,595,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061312189604.pdf,4,608844,GR_DATASET\pdfs\Environment Department\202408061312189604.pdf,Downloaded,2026-07-27 22:25:03
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 2.0. Nagpur Municipal Corporation,202408061314245004,06-08-2024,584,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061314245004.pdf,4,598272,GR_DATASET\pdfs\Environment Department\202408061314245004.pdf,Downloaded,2026-07-27 22:25:04
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 2.0. Sangli Miraj Kupwad Municipal Corporation,202408061317380004,06-08-2024,598,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061317380004.pdf,4,612373,GR_DATASET\pdfs\Environment Department\202408061317380004.pdf,Downloaded,2026-07-27 22:25:04
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Sangli Miraj Kupwad Municipal Corporation,202408061319555004,06-08-2024,597,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061319555004.pdf,4,611007,GR_DATASET\pdfs\Environment Department\202408061319555004.pdf,Downloaded,2026-07-27 22:25:05
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 2.0. Pune Municipal Corporation,202408061425211104,06-08-2024,593,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061425211104.pdf,4,606961,GR_DATASET\pdfs\Environment Department\202408061425211104.pdf,Downloaded,2026-07-27 22:25:06
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Pune Municipal Corporation,202408061427394704,06-08-2024,584,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061427394704.pdf,4,598112,GR_DATASET\pdfs\Environment Department\202408061427394704.pdf,Downloaded,2026-07-27 22:25:07
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Kurundwad Municipal Council,202408061429333004,06-08-2024,596,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061429333004.pdf,4,609935,GR_DATASET\pdfs\Environment Department\202408061429333004.pdf,Downloaded,2026-07-27 22:25:08
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 2.0. Sangamner Municipal Council,202408061431271904,06-08-2024,595,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061431271904.pdf,4,609149,GR_DATASET\pdfs\Environment Department\202408061431271904.pdf,Downloaded,2026-07-27 22:25:09
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 2.0. Umred Municipal Council,202408061433241104,06-08-2024,596,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061433241104.pdf,4,609965,GR_DATASET\pdfs\Environment Department\202408061433241104.pdf,Downloaded,2026-07-27 22:25:10
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Jaisingpur Municipal Council,202408061435109204,06-08-2024,596,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061435109204.pdf,4,610356,GR_DATASET\pdfs\Environment Department\202408061435109204.pdf,Downloaded,2026-07-27 22:25:11
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Vengurla Municipal Council,202408061437511104,06-08-2024,585,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061437511104.pdf,4,598734,GR_DATASET\pdfs\Environment Department\202408061437511104.pdf,Downloaded,2026-07-27 22:25:12
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Rahuri Municipal Council,202408061439439404,06-08-2024,587,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061439439404.pdf,4,601023,GR_DATASET\pdfs\Environment Department\202408061439439404.pdf,Downloaded,2026-07-27 22:25:13
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Trimbak Municipal Council,202408061441352604,06-08-2024,584,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061441352604.pdf,4,598471,GR_DATASET\pdfs\Environment Department\202408061441352604.pdf,Downloaded,2026-07-27 22:25:14
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Pavani Municipal Council,202408061444451804,06-08-2024,595,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061444451804.pdf,4,609119,GR_DATASET\pdfs\Environment Department\202408061444451804.pdf,Downloaded,2026-07-27 22:25:15
Environment Department,Regarding giving administrative approval to the Detailed Project Report (DPR) submitted by the local bodies for the works to be undertaken out of the prize money received under Majhi Vasundhara Abhiyan 3.0. Mahabaleshwar Giristhan Municipal Council,202408061447481204,06-08-2024,587,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408061447481204.pdf,4,600963,GR_DATASET\pdfs\Environment Department\202408061447481204.pdf,Downloaded,2026-07-27 22:25:17
