Department,Title,Unique_Code,GR_Date,Website_Size,PDF_URL,Pages,Downloaded_Size(Bytes),Local_File,Download_Status,Downloaded_On
Marathi Language Department,Continuation for the temporary posts in Maharashtra State Marathi Vishwakosh Nirmiti Mandal for the period from 01.03.2024 to 31.08.2024.,202402291508260633,29-02-2024,143,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291508260633.pdf,3,146344,GR_DATASET\pdfs\Marathi Language Department\202402291508260633.pdf,Downloaded,2026-07-27 21:48:27
Marathi Language Department,Continuation for the temporary posts in Maharashtra State Rajya Sahitya and Sanskruti for the period from 01.03.2024 to 31.08.2024.,202402291513120533,29-02-2024,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291513120533.pdf,2,142751,GR_DATASET\pdfs\Marathi Language Department\202402291513120533.pdf,Downloaded,2026-07-27 21:48:27
Marathi Language Department,Continuation for the temporary posts in Maharashtra State Bhasha Sanchalayfor the period from 01.03.2024 to 31.08.2024.,202402291517520533,29-02-2024,144,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291517520533.pdf,2,147108,GR_DATASET\pdfs\Marathi Language Department\202402291517520533.pdf,Downloaded,2026-07-27 21:48:28
Marathi Language Department,"Regarding deposit of Rs.10 Crores to Vidarbha Sahitya Sangh, Nagpur on the centenary year of Vidarbha Sahitya Sangh, Nagpur.",202402271229494133,27-02-2024,621,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402271229494133.pdf,3,636215,GR_DATASET\pdfs\Marathi Language Department\202402271229494133.pdf,Downloaded,2026-07-27 21:48:29
Marathi Language Department,"Regarding disbursement of funds for payment of pending GST and office rent of the office of Maharashtra State Board of Literature and Culture, Mumbai for the year 2023-24.",202402161447284033,16-02-2024,136,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402161447284033.pdf,2,138964,GR_DATASET\pdfs\Marathi Language Department\202402161447284033.pdf,Downloaded,2026-07-27 21:48:30
Marathi Language Department,Regarding the formation of a committee to follow up with the Central Government regarding the status of Marathi language as a classical language,202402141130452833,14-02-2024,148,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402141130452833.pdf,3,151418,GR_DATASET\pdfs\Marathi Language Department\202402141130452833.pdf,Downloaded,2026-07-27 21:48:31
Marathi Language Department,Regarding the announcement of Mr. Yashwantrao Chavan State Literary Award 2022.,202402091740390433,09-02-2024,191,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402091740390433.pdf,8,195765,GR_DATASET\pdfs\Marathi Language Department\202402091740390433.pdf,Downloaded,2026-07-27 21:48:32
Marathi Language Department,Declaration of Vinda Karandikar Jeevan Gaurav Puraskar - Year 2023 and Shri.P.Bhagwat Puraskar - Year 2023.,202402091742573933,09-02-2024,218,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402091742573933.pdf,2,223224,GR_DATASET\pdfs\Marathi Language Department\202402091742573933.pdf,Downloaded,2026-07-27 21:48:32
Marathi Language Department,To declare Award for the Enrichment and Development of Marathi Language - 2023,202402091746477233,09-02-2024,329,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402091746477233.pdf,2,336697,GR_DATASET\pdfs\Marathi Language Department\202402091746477233.pdf,Downloaded,2026-07-27 21:48:33
Marathi Language Department,"Regarding allocation of funds for payment of pending GST and office rent of the office of Maharashtra State Board of Literature and Culture, Mumbai for the year 2023-24.",202402081702444933,08-02-2024,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402081702444933.pdf,3,148956,GR_DATASET\pdfs\Marathi Language Department\202402081702444933.pdf,Downloaded,2026-07-27 21:48:34
Marathi Language Department,To fix Revised Diagram of Directorate of Languages,202401311146332033,31-01-2024,141,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401311146332033.pdf,2,144097,GR_DATASET\pdfs\Marathi Language Department\202401311146332033.pdf,Downloaded,2026-07-27 21:48:34
Marathi Language Department,Regarding the central concept of Vishwa Marathi Sammelan - 2024 and giving administrative approval in accordance with the planning of the meeting.,202401021552066533,02-01-2024,1130,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401021552066533.pdf,5,1157289,GR_DATASET\pdfs\Marathi Language Department\202401021552066533.pdf,Downloaded,2026-07-27 21:48:35
Marathi Language Department,"To celebrate 27th February, birth of Senior poet V. V. Shirwadkar alias Kusumagraj as Marathi Bhasha Gaurav Din.",202312291656185833,29-12-2023,168,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202312291656185833.pdf,5,172218,GR_DATASET\pdfs\Marathi Language Department\202312291656185833.pdf,Downloaded,2026-07-27 21:48:36
Marathi Language Department,"For the organization of All India Marathi Sahitya Sammelan organized by Akhil Bharatiya Marathi Sahitya Mahamandal, Rs. Regarding the sanction of financial assistance of Rs. 2 crores.....",202312221750521233,22-12-2023,529,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202312221750521233.pdf,3,542122,GR_DATASET\pdfs\Marathi Language Department\202312221750521233.pdf,Downloaded,2026-07-27 21:48:37
Marathi Language Department,"Regarding the celebration of Marathi Language Preservation Fortnight from 14th January to 28th January, 2024.",202312191153517133,19-12-2023,299,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202312191153517133.pdf,5,305980,GR_DATASET\pdfs\Marathi Language Department\202312191153517133.pdf,Downloaded,2026-07-27 21:48:37
Marathi Language Department,"Regarding the approval of revised plans and additional matters for the building of Marathi Bhasha Bhawan, Maharashtra, Mumbai",202312151735181633,15-12-2023,159,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202312151735181633.pdf,4,163114,GR_DATASET\pdfs\Marathi Language Department\202312151735181633.pdf,Downloaded,2026-07-27 21:48:38
Marathi Language Department,Regarding granting administrative and financial approval for purchase of computers and scanners for officers/ in Marathi language department,202312071601494333,07-12-2023,731,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202312071601494333.pdf,2,748991,GR_DATASET\pdfs\Marathi Language Department\202312071601494333.pdf,Downloaded,2026-07-27 21:48:39
Marathi Language Department,"Regarding providing a grant of Rs.1.50 crores to Konkan Marathi Sahitya Parishad, Ratnagiri for going to the Marathi Sahitya Samela scheduled at Mauritius.",202311281219182333,28-11-2023,568,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311281219182333.pdf,3,581797,GR_DATASET\pdfs\Marathi Language Department\202311281219182333.pdf,Downloaded,2026-07-27 21:48:40
Marathi Language Department,"Regarding payment of property tax on the plot acquired in pursuance of the construction of Marathi Bhasha Bhawan, Sub Centre, Airoli.",202311221508492433,22-11-2023,144,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311221508492433.pdf,2,147055,GR_DATASET\pdfs\Marathi Language Department\202311221508492433.pdf,Downloaded,2026-07-27 21:48:41
Marathi Language Department,Regarding giving administrative approval for purchase of new vehicle in place of deregistered vehicle in office use of Secretary (Marathi language).,202311171243100333,17-11-2023,146,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311171243100333.pdf,2,149397,GR_DATASET\pdfs\Marathi Language Department\202311171243100333.pdf,Downloaded,2026-07-27 21:48:42
Marathi Language Department,Granting administrative and financial approval for the electrical renewal work of the administrative office of the Marathi Language Department on the 8th floor in the new administrative building...,202311061219168533,06-11-2023,144,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311061219168533.pdf,2,147016,GR_DATASET\pdfs\Marathi Language Department\202311061219168533.pdf,Downloaded,2026-07-27 21:48:42
Marathi Language Department,To Celebrate December as Bhartiya Bhasha Divas in the memory Subramania Bharti,202311061849350833,06-11-2023,249,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311061849350833.pdf,6,254643,GR_DATASET\pdfs\Marathi Language Department\202311061849350833.pdf,Downloaded,2026-07-27 21:48:43
Marathi Language Department,3)Continuation for the temporary posts in Directorate of Languages for the period from 01.09.2023 to 29.02.2024.,202309131554067933,13-09-2023,691,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309131554067933.pdf,2,707171,GR_DATASET\pdfs\Marathi Language Department\202309131554067933.pdf,Downloaded,2026-07-27 21:48:44
Marathi Language Department,1) Continuation for the temporary posts in Maharashtra State Marathi Vishwakosh Nirmiti Mandal for the period from 01.09.2023 to 29.02.2024.,202309131558515933,13-09-2023,691,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309131558515933.pdf,3,707439,GR_DATASET\pdfs\Marathi Language Department\202309131558515933.pdf,Downloaded,2026-07-27 21:48:45
Marathi Language Department,1)Continuation for the temporary posts in Maharashtra State Board for Literature and Culture for the period from 01.09.2023 to 29.02.2024.,202309131600252133,13-09-2023,695,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309131600252133.pdf,2,712067,GR_DATASET\pdfs\Marathi Language Department\202309131600252133.pdf,Downloaded,2026-07-27 21:48:46
Marathi Language Department,"To Celebrate 15th October, Birthday of former President late Dr. A.P.J. Abdul Kalam, as Reading Inspiration Day.",202309111250528033,11-09-2023,827,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309111250528033.pdf,6,846365,GR_DATASET\pdfs\Marathi Language Department\202309111250528033.pdf,Downloaded,2026-07-27 21:48:47
Marathi Language Department,"Regarding Promotion on temporary basis to the Post of Secretary, Maharashtra State Marathi Encyclopaedia Production Board Mumbai",202308291250461333,29-08-2023,937,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202308291250461333.pdf,3,959397,GR_DATASET\pdfs\Marathi Language Department\202308291250461333.pdf,Downloaded,2026-07-27 21:48:48
Marathi Language Department,Cancellation of Adhoc Boards of Marathi/Hindi/Marathi shorthand/Marathi typing Examination.,202307211300189433,21-07-2023,165,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202307211300189433.pdf,2,169336,GR_DATASET\pdfs\Marathi Language Department\202307211300189433.pdf,Downloaded,2026-07-27 21:48:49
