Department,Title,Unique_Code,GR_Date,Website_Size,PDF_URL,Pages,Downloaded_Size(Bytes),Local_File,Download_Status,Downloaded_On
Minorities Development Department,"Regarding release of 1st installment (Central share State share) for construction of 02 hostels (250 capacity each) 01 each for minority community boys and girls under Centrally sponsored Pradhan Mantri Jan Vikas Program (PMJVK) in Sillod Municipal Council,Dist. Chhatrapati Sambhaji Nagar).",202410101722119714....,10-10-2024,185,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410101722119714.....pdf,4,190347,GR_DATASET\pdfs\Minorities Development Department\202410101722119714.....pdf,Downloaded,2026-07-27 22:48:34
Minorities Development Department,"Disbursement of grants under grant scheme for providing infrastructure facilities in religious minority students majority government recognized private aided / unaided / permanent unaided schools, junior colleges, industrial training institutes, municipal / municipal council schools and handicapped schools (Year 2024-25) Dist. Chhatrapati Sambhajinagar.",202410101726377414,10-10-2024,191,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410101726377414.pdf,7,195828,GR_DATASET\pdfs\Minorities Development Department\202410101726377414.pdf,Downloaded,2026-07-27 22:48:35
Minorities Development Department,Regarding appointment of Non-Government Members on Maulana Azad Minorities Economic Development Corporation.,202410101730038214,10-10-2024,143,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410101730038214.pdf,2,146352,GR_DATASET\pdfs\Minorities Development Department\202410101730038214.pdf,Downloaded,2026-07-27 22:48:36
Minorities Development Department,Regarding the provision of funds for the management and construction of hostels for girls pursuing higher education from minority communities. Allocation of funds for the year 2024-25,202410101751397114,10-10-2024,463,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410101751397114.pdf,4,474575,GR_DATASET\pdfs\Minorities Development Department\202410101751397114.pdf,Downloaded,2026-07-27 22:48:37
Minorities Development Department,"Regarding approving implementation of Seed Capital Scheme, Direct Loan Scheme, Individual Loan Interest Repayment Scheme, Group Loan Interest Repayment Scheme through Maulana Azad Minority Economic Development Corporation.",202410091406399514,09-10-2024,155,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410091406399514.pdf,4,159086,GR_DATASET\pdfs\Minorities Development Department\202410091406399514.pdf,Downloaded,2026-07-27 22:48:37
Minorities Development Department,2.00 lakh subsidy given to religious minority status educational institutions by increasing the subsidy to Rs. 10.00 lakhs.,202410071721546214,07-10-2024,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410071721546214.pdf,3,148854,GR_DATASET\pdfs\Minorities Development Department\202410071721546214.pdf,Downloaded,2026-07-27 22:48:38
Minorities Development Department,"Regarding implementation of subsidy scheme up to Rs.10 lakhs for providing basic facilities to organizations carrying out cultural, educational and social work in the Buddhist community, which are registered with the charity commissioner of the state and have more than 51 percent of the trustees/members from the Buddhist community.",202410071612471814,07-10-2024,200,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410071612471814.pdf,14,205056,GR_DATASET\pdfs\Minorities Development Department\202410071612471814.pdf,Downloaded,2026-07-27 22:48:39
Minorities Development Department,Regarding giving administrative approval to the construction of Administrative Building for Minority Commissionerate at Chatrapati Sambhaji Nagar.,202410071701458114,04-10-2024,688,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410071701458114.pdf,6,704035,GR_DATASET\pdfs\Minorities Development Department\202410071701458114.pdf,Downloaded,2026-07-27 22:48:40
Minorities Development Department,Regarding giving administrative approval to the budget for construction of administrative building for district office of Maulana Azad Economic Development Corporation at Chhatrapati Sambhaji Nagar.,202410071705037514,04-10-2024,689,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410071705037514.pdf,6,705239,GR_DATASET\pdfs\Minorities Development Department\202410071705037514.pdf,Downloaded,2026-07-27 22:48:42
Minorities Development Department,Regarding giving administrative approval to the construction of Administrative Building for Headquarter of Maharashtra State Board of Waqfs at Chatrapati Sambhaji Nagar.,202410071707023914,04-10-2024,687,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410071707023914.pdf,6,704108,GR_DATASET\pdfs\Minorities Development Department\202410071707023914.pdf,Downloaded,2026-07-27 22:48:43
Minorities Development Department,Regarding the provision of funds for the management and construction of hostels for girls pursuing higher education from minority communities. Allocation of funds for the year 2024-25,202410041251451714,04-10-2024,502,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410041251451714.pdf,3,513873,GR_DATASET\pdfs\Minorities Development Department\202410041251451714.pdf,Downloaded,2026-07-27 22:48:44
Minorities Development Department,Postgraduate and Ph.D. abroad for students belonging to minority communities in the state. Regarding the selection of students for the scholarship scheme year 2024-25 for the course.,202410041512268214....,04-10-2024,315,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410041512268214.....pdf,7,323261,GR_DATASET\pdfs\Minorities Development Department\202410041512268214.....pdf,Downloaded,2026-07-27 22:48:45
Minorities Development Department,Administrative approval (under programme) for various schemes to be implemented in the financial year 2024-25 from Maharashtra State Urdu Sahitya Akademy.,202410041512567514,04-10-2024,321,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410041512567514.pdf,3,328961,GR_DATASET\pdfs\Minorities Development Department\202410041512567514.pdf,Downloaded,2026-07-27 22:48:46
Minorities Development Department,Regarding establishment of Jain Minority Financial Development Corporation,202410042106343614...,04-10-2024,165,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410042106343614....pdf,5,169149,GR_DATASET\pdfs\Minorities Development Department\202410042106343614....pdf,Downloaded,2026-07-27 22:48:46
Minorities Development Department,"Regarding distribution of grant in the year 2024-25 for construction of Urdu Ghar at Sillod, Dist. Chhatrapati Sambhajinagar.",202410011852022414,01-10-2024,213,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410011852022414.pdf,2,218015,GR_DATASET\pdfs\Minorities Development Department\202410011852022414.pdf,Downloaded,2026-07-27 22:48:47
Minorities Development Department,Regarding depositing amount for food of minority students in hostels of minority students in Aadhaar linked account Distribution of funds for the year 2024-25,202409271437583214..,27-09-2024,940,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409271437583214...pdf,4,963359,GR_DATASET\pdfs\Minorities Development Department\202409271437583214...pdf,Downloaded,2026-07-27 22:48:48
Minorities Development Department,Regarding giving administrative approval to the advertisement and publicity media plan to publicize the schemes implemented through the Minority Development Department.,202409241641523614,24-09-2024,326,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409241641523614.pdf,4,333598,GR_DATASET\pdfs\Minorities Development Department\202409241641523614.pdf,Downloaded,2026-07-27 22:48:48
Minorities Development Department,Regarding disbursement of grant for election to appointment of members from,202409231457234514,23-09-2024,384,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409231457234514.pdf,4,393490,GR_DATASET\pdfs\Minorities Development Department\202409231457234514.pdf,Downloaded,2026-07-27 22:48:49
Minorities Development Department,"Regarding appointment as Chairman of Maulana Azad Minority Economic Development Corporation Limited, Mumbai.",202409231503165714,23-09-2024,140,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409231503165714.pdf,2,143436,GR_DATASET\pdfs\Minorities Development Department\202409231503165714.pdf,Downloaded,2026-07-27 22:48:50
Minorities Development Department,Regarding giving administrative approval to advertisement and publicity media plan to publicize the schemes implemented through the Minority Development Department.,202409201518345014,20-09-2024,758,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409201518345014.pdf,4,776136,GR_DATASET\pdfs\Minorities Development Department\202409201518345014.pdf,Downloaded,2026-07-27 22:48:51
Minorities Development Department,"Regarding disbursement of grant to Maharashtra State Minorities Commission for salary and wage matters for the financial year 2024-25 from September, 2024 to November, 2024.",202409201742505614,20-09-2024,151,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409201742505614.pdf,2,154999,GR_DATASET\pdfs\Minorities Development Department\202409201742505614.pdf,Downloaded,2026-07-27 22:48:52
Minorities Development Department,Postgraduate and Ph.D. abroad for students belonging to minority communities in the state. Scholarship Scheme for the course.,202409201752396314,20-09-2024,146,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409201752396314.pdf,3,149480,GR_DATASET\pdfs\Minorities Development Department\202409201752396314.pdf,Downloaded,2026-07-27 22:48:52
Minorities Development Department,Regarding declaring the Under Secretary in the office of Maharashtra State Minorities Commission as Virtual Personal Deposit Account Administrator for speedy disbursement and control of Subsidiary Grant...,202409131145371014,13-09-2024,393,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409131145371014.pdf,4,402394,GR_DATASET\pdfs\Minorities Development Department\202409131145371014.pdf,Downloaded,2026-07-27 22:48:53
Minorities Development Department,"Mr. Regarding regularization of services of Abdus Salam Azmi alias Shahid Nadeem, Deputy Editor (Urdu) (Retd.), Maharashtra State Urdu Sahitya Akademi, Mumbai.",202409121132081114,12-09-2024,314,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409121132081114.pdf,2,321473,GR_DATASET\pdfs\Minorities Development Department\202409121132081114.pdf,Downloaded,2026-07-27 22:48:54
Minorities Development Department,"Regarding disbursement of grant for election to appointment of members from Category of mutawallis of the 1auqaf having an annual income of rupees one lakh and above, on Maharashtra State Waqf Board. Chhatrpatti Sambhaji nagar.",202409091526057514,09-09-2024,219,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409091526057514.pdf,2,223849,GR_DATASET\pdfs\Minorities Development Department\202409091526057514.pdf,Downloaded,2026-07-27 22:48:55
Minorities Development Department,Regarding fixing the policy for filling up the posts in the Maharashtra State Minorities Commissionerate by deputation.,202409091700564114,09-09-2024,825,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409091700564114.pdf,3,844761,GR_DATASET\pdfs\Minorities Development Department\202409091700564114.pdf,Downloaded,2026-07-27 22:48:56
Minorities Development Department,"Regarding regularization of services of 24 employees working on contract basis at Maulana Azad Minority Economic Development Corporation Limited, Mumbai establishment...",202409061545541714.,06-09-2024,141,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409061545541714..pdf,2,145118,GR_DATASET\pdfs\Minorities Development Department\202409061545541714..pdf,Downloaded,2026-07-27 22:48:56
Minorities Development Department,Introduction of second cycle for minority students in existing Government Technical Colleges.Disbursement of funds for the year 2024-25.,202409041231249514,04-09-2024,216,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409041231249514.pdf,3,221118,GR_DATASET\pdfs\Minorities Development Department\202409041231249514.pdf,Downloaded,2026-07-27 22:48:57
Minorities Development Department,Regarding distribution of funds to the Maharashtra State Haj Committee for the financial year 2024-25...,202409021707170314,02-09-2024,142,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409021707170314.pdf,2,145822,GR_DATASET\pdfs\Minorities Development Department\202409021707170314.pdf,Downloaded,2026-07-27 22:48:58
Minorities Development Department,Regarding declaring the Drawing and Disbursing Officer of the Maharashtra State Waqf Board as Virtual Personal Deposit Account Administrator) (VPDAA) for speedy disbursement and control.,202408281614284914..,28-08-2024,464,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408281614284914...pdf,3,475767,GR_DATASET\pdfs\Minorities Development Department\202408281614284914...pdf,Downloaded,2026-07-27 22:48:59
Minorities Development Department,Regarding establishment of Minority Research and Training Institute (MRTI).,202408221247124114,22-08-2024,313,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408221247124114.pdf,2,320517,GR_DATASET\pdfs\Minorities Development Department\202408221247124114.pdf,Downloaded,2026-07-27 22:48:59
Minorities Development Department,Postgraduate and Ph.D. abroad for students belonging to minority communities in the state. Scholarship Scheme for the course. Revised criteria.,202408221454413414,21-08-2024,166,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408221454413414.pdf,5,170299,GR_DATASET\pdfs\Minorities Development Department\202408221454413414.pdf,Downloaded,2026-07-27 22:49:00
Minorities Development Department,Dr. Zakir Hussain Madrasa Modernization Scheme.,202408211645508514,21-08-2024,285,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408211645508514.pdf,3,291678,GR_DATASET\pdfs\Minorities Development Department\202408211645508514.pdf,Downloaded,2026-07-27 22:49:01
Minorities Development Department,To start 2nd/3rd cycle in existing industrial training institutes in minority dominated areas of the state... Allocation of funds for the year 2024-25.,202408131743547214,13-08-2024,181,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408131743547214.pdf,3,185604,GR_DATASET\pdfs\Minorities Development Department\202408131743547214.pdf,Downloaded,2026-07-27 22:49:01
Minorities Development Department,"Regarding disbursement of grant to Maharashtra State Minorities Commission for salary and wage matters for the financial year 2024-25 from July, 2024 to September, 2024.",202407311123155414,31-07-2024,489,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407311123155414.pdf,2,501122,GR_DATASET\pdfs\Minorities Development Department\202407311123155414.pdf,Downloaded,2026-07-27 22:49:02
Minorities Development Department,"Regarding disbursement of grant (Central Share State Share) for Construction of Study Center at Pusad, Nagar Parishad in Yavatmal District under Centrally Sponsored Pradhan Mantri Jan Vikas Program (PMJVK) for the year 2019-20.",202408021438460514,31-07-2024,656,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408021438460514.pdf,4,672134,GR_DATASET\pdfs\Minorities Development Department\202408021438460514.pdf,Downloaded,2026-07-27 22:49:04
Minorities Development Department,"Regarding disbursement of grant (Central Share State Share) for Construction of Public Toilets at Pusad, Nagar Parishad of Yavatmal District under Centrally Sponsored Pradhan Mantri Jan Vikas Program (PMJVK) for the year 2019-20.",202408021438252814,31-07-2024,670,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408021438252814.pdf,4,685869,GR_DATASET\pdfs\Minorities Development Department\202408021438252814.pdf,Downloaded,2026-07-27 22:49:05
Minorities Development Department,"Disbursement of grant under grant scheme for providing infrastructure facilities in religious minority student majority government recognized private aided/unaided/permanent unaided schools, junior colleges, industrial training institutes, municipal/municipal council schools and disabled schools (Year 2023-24) District Buldana",202407261455175614,26-07-2024,147,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407261455175614.pdf,3,150115,GR_DATASET\pdfs\Minorities Development Department\202407261455175614.pdf,Downloaded,2026-07-27 22:49:05
Minorities Development Department,"Regarding regularization of services of 24 employees working on contract basis in Maulana Azad Minority Economic Development Corporation Limited, Mumbai establishment.",202407251800039614,25-07-2024,188,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407251800039614.pdf,6,192694,GR_DATASET\pdfs\Minorities Development Department\202407251800039614.pdf,Downloaded,2026-07-27 22:49:06
Minorities Development Department,Regarding approval of revised establishment for the try member Maharashtra State Waqf Tribunal,202407111525540914.........,11-07-2024,155,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407111525540914..........pdf,4,158832,GR_DATASET\pdfs\Minorities Development Department\202407111525540914..........pdf,Downloaded,2026-07-27 22:49:07
Minorities Development Department,"Regarding disbursement of grant-in-aid for Establishment expenditure for the financial year 2024-25 to the office of Maharashtra State Urdu Sahitya Akademi, Mumbai.",202407101340155214,10-07-2024,317,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407101340155214.pdf,2,324576,GR_DATASET\pdfs\Minorities Development Department\202407101340155214.pdf,Downloaded,2026-07-27 22:49:07
Minorities Development Department,Regarding disbursement of grant under the program for the financial year 2024-25 to the office of Maharashtra State Urdu Sahitya Academy.,202407091706123014,09-07-2024,749,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407091706123014.pdf,3,766734,GR_DATASET\pdfs\Minorities Development Department\202407091706123014.pdf,Downloaded,2026-07-27 22:49:08
Minorities Development Department,Administrative Approval for Expenditure for Establishment Expenditure Matters for Maharashtra State Urdu Sahitya Academy in the financial year 2024-25 from mandatory sanctioned provision.,202407101337505114,09-07-2024,806,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407101337505114.pdf,2,825294,GR_DATASET\pdfs\Minorities Development Department\202407101337505114.pdf,Downloaded,2026-07-27 22:49:09
Minorities Development Department,Administrative approval (under programme) for various schemes to be implemented in the financial year 2024-25 from Maharashtra State Urdu Sahitya Academy.,202407091701290214,08-07-2024,898,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407091701290214.pdf,2,919422,GR_DATASET\pdfs\Minorities Development Department\202407091701290214.pdf,Downloaded,2026-07-27 22:49:10
Minorities Development Department,"To release grant for Construction of Hospitals at Akola, and Akot under Centrally Sponsored Pradhanmantri Jan vikas Karyakram (PMJVK).",202407041736218014,04-07-2024,461,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407041736218014.pdf,4,471961,GR_DATASET\pdfs\Minorities Development Department\202407041736218014.pdf,Downloaded,2026-07-27 22:49:11
Minorities Development Department,"To release grant for Construction of Hospitals at Achalpur, Amravati district under Centrally Sponsored Pradhanmantri Jan vikas Karyakram (PMJVK).",202407041744518314,04-07-2024,650,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407041744518314.pdf,4,665918,GR_DATASET\pdfs\Minorities Development Department\202407041744518314.pdf,Downloaded,2026-07-27 22:49:12
Minorities Development Department,"Regarding granting administrative approval for construction of hostel for higher education students from minority community at Government Industrial Training Institute, Ahmednagar....",202406271216225014,27-06-2024,525,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406271216225014.pdf,4,537902,GR_DATASET\pdfs\Minorities Development Department\202406271216225014.pdf,Downloaded,2026-07-27 22:49:12
Minorities Development Department,"Government Institute of Technology, Jintur Distt. Regarding giving administrative approval to the repair work of the hostel building of the female students of higher education from the minority community at Parbhani.",202406271223075514,27-06-2024,150,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406271223075514.pdf,3,153216,GR_DATASET\pdfs\Minorities Development Department\202406271223075514.pdf,Downloaded,2026-07-27 22:49:13
Minorities Development Department,"Industrial Training Institute, Purna, Distt. Regarding giving administrative approval to the repair work of the hostel building of the female students of higher education from the minority community at Parbhani.",202406271229058614,27-06-2024,174,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406271229058614.pdf,3,177790,GR_DATASET\pdfs\Minorities Development Department\202406271229058614.pdf,Downloaded,2026-07-27 22:49:14
Minorities Development Department,"Regarding giving administrative approval to the repair work of the hostel building of the minority community students of Government Technical Institute, Washim.",202406271233080814,27-06-2024,266,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406271233080814.pdf,3,272397,GR_DATASET\pdfs\Minorities Development Department\202406271233080814.pdf,Downloaded,2026-07-27 22:49:15
Minorities Development Department,Postgraduate and Ph.D. abroad for students belonging to minority communities in the state. Scholarship Scheme for the course.,202406201636485614,20-06-2024,887,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406201636485614.pdf,13,907951,GR_DATASET\pdfs\Minorities Development Department\202406201636485614.pdf,Downloaded,2026-07-27 22:49:16
Minorities Development Department,To start 2nd/3rd cycle in existing industrial training institutes in minority dominated areas of the state... Allocation of funds for the year 2024-25.,202406121546220314,12-06-2024,327,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406121546220314.pdf,3,334734,GR_DATASET\pdfs\Minorities Development Department\202406121546220314.pdf,Downloaded,2026-07-27 22:49:17
Minorities Development Department,Regarding distribution of grant in the year 2024-25 for strengthening Maharashtra State Waqf Board.,202406101456038414,10-06-2024,211,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406101456038414.pdf,2,216524,GR_DATASET\pdfs\Minorities Development Department\202406101456038414.pdf,Downloaded,2026-07-27 22:49:17
Minorities Development Department,Introduction of second cycle for minority students in existing government technical colleges. Disbursement of funds for the year 2024-25.,202406051226503914,05-06-2024,182,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406051226503914.pdf,3,186604,GR_DATASET\pdfs\Minorities Development Department\202406051226503914.pdf,Downloaded,2026-07-27 22:49:19
Minorities Development Department,Regarding distribution of funds to the Maharashtra State Haj Committee for the financial year 2024-25...,202405221153537814,22-05-2024,303,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405221153537814.pdf,2,310570,GR_DATASET\pdfs\Minorities Development Department\202405221153537814.pdf,Downloaded,2026-07-27 22:49:19
Minorities Development Department,Regarding opening of new account head- Interest and other accruals on unspent balances in Single Nodal Account (SNA) (Minority Development Department),202405211524157714,21-05-2024,427,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405211524157714.pdf,3,437609,GR_DATASET\pdfs\Minorities Development Department\202405211524157714.pdf,Downloaded,2026-07-27 22:49:20
Minorities Development Department,Regarding disbursement of available funds for the financial year 2024-25 for the help line scheme to the Maharashtra State Minority Commission...,202405151723144614,15-05-2024,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405151723144614.pdf,3,148421,GR_DATASET\pdfs\Minorities Development Department\202405151723144614.pdf,Downloaded,2026-07-27 22:49:21
Minorities Development Department,Revised scholarship scheme regarding scholarships for students pursuing higher education from minority communities in the state.,202405141257043414,14-05-2024,138,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405141257043414.pdf,2,141780,GR_DATASET\pdfs\Minorities Development Department\202405141257043414.pdf,Downloaded,2026-07-27 22:49:21
Minorities Development Department,"For the students from minority communities in the state, Masters degree and Ph.D. Regarding sanctioning the opening of a new account for the scholarship scheme for the course.",202405141301085614,14-05-2024,605,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405141301085614.pdf,2,619806,GR_DATASET\pdfs\Minorities Development Department\202405141301085614.pdf,Downloaded,2026-07-27 22:49:22
Minorities Development Department,Regarding the opening of account heads for minority cells at the minority commissionerate and district level.,202405131534210414,13-05-2024,559,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405131534210414.pdf,3,572414,GR_DATASET\pdfs\Minorities Development Department\202405131534210414.pdf,Downloaded,2026-07-27 22:49:23
Minorities Development Department,Regarding distribution of funds to the Maharashtra State Haj Committee for the financial year 2024-25...,202405071410380914...,07-05-2024,302,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405071410380914....pdf,2,309790,GR_DATASET\pdfs\Minorities Development Department\202405071410380914....pdf,Downloaded,2026-07-27 22:49:24
