Department,Title,Unique_Code,GR_Date,Website_Size,PDF_URL,Pages,Downloaded_Size(Bytes),Local_File,Download_Status,Downloaded_On
Housing Department,"No. Geo.No. 791/A, Bandra Reclamation, Ground No.1 at Bandra (W) for beautification, beautification and maintenance. Regarding handing over to Ravindra Joshi Medical Foundation",202410071748419209,07-10-2024,328,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410071748419209.pdf,3,336292,GR_DATASET\pdfs\Housing Department\202410071748419209.pdf,Downloaded,2026-07-27 21:34:51
Housing Department,As per IPG-2024 transfer of Mithagara lands..,202410041236221409,04-10-2024,153,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410041236221409.pdf,4,156525,GR_DATASET\pdfs\Housing Department\202410041236221409.pdf,Downloaded,2026-07-27 21:34:51
Housing Department,"Regarding constitution of committee for eviction, relocation or regularization of unauthorized places of worship in Dharavi Redevelopment Project.",202410041239495009,04-10-2024,141,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410041239495009.pdf,2,144797,GR_DATASET\pdfs\Housing Department\202410041239495009.pdf,Downloaded,2026-07-27 21:34:52
Housing Department,"12:43 pm, 4/10/2024 91 99751 28022: Hi 12:47 pm, 4/10/2024 91 99751 28022: Affordable Rental Housing scheme for ineligible slum dwellers in Dharavi",202410041259536909......,04-10-2024,19818,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410041259536909.......pdf,56,20293780,GR_DATASET\pdfs\Housing Department\202410041259536909.......pdf,Downloaded,2026-07-27 21:35:06
Housing Department,Regarding renaming of chalis BDD in Naigaon.,202410041838111009,04-10-2024,844,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410041838111009.pdf,2,864397,GR_DATASET\pdfs\Housing Department\202410041838111009.pdf,Downloaded,2026-07-27 21:35:07
Housing Department,In Solapur City City Survey No. 232 regarding the provision of funds from the Maharashtra Shelter Fund for the external facilities of the housing project being constructed by MHADA for journalists under the Pradhan Mantri Awas Yojana...,202410031633040409,03-10-2024,276,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410031633040409.pdf,2,282764,GR_DATASET\pdfs\Housing Department\202410031633040409.pdf,Downloaded,2026-07-27 21:35:08
Housing Department,Regarding implementation of One Time Amnesty Scheme for Slum Dwellers who are transferring/buying and selling their Slums after issue of Final Annexure-2 of the stalled Slum Rehabilitation Scheme from long time in Brihanmumbai....,202410011746458409..,01-10-2024,239,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410011746458409...pdf,9,245186,GR_DATASET\pdfs\Housing Department\202410011746458409...pdf,Downloaded,2026-07-27 21:35:09
Housing Department,Regarding making funds available from the Maharashtra Nivara Fund for the housing projects implemented through the Maharashtra Housing Development Corporation (Mahahousing)...,202410011253389709,30-09-2024,137,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202410011253389709.pdf,1,140668,GR_DATASET\pdfs\Housing Department\202410011253389709.pdf,Downloaded,2026-07-27 21:35:10
Housing Department,"Mauje Kumbhari under Pradhan Mantri Awas Yojana (Urban) South Solapur, Dist. Re-Nagar Housing Co. in Solapur. Appointment of PR Agency of Operative Society Federation to prepare Case Study prepare documentary to promulgate Ray Nagar Model Regarding making Rs 2 crore available to Ray Nagar Federation from Maharashtra shelter fund...",202409161728460509,16-09-2024,144,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409161728460509.pdf,2,147377,GR_DATASET\pdfs\Housing Department\202409161728460509.pdf,Downloaded,2026-07-27 21:35:10
Housing Department,Regarding the disbursement of Rs 1500 crore from the Maharashtra shelter fund for flats to be constructed for mill workers quarters...,202409161734096609,16-09-2024,231,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409161734096609.pdf,2,236148,GR_DATASET\pdfs\Housing Department\202409161734096609.pdf,Downloaded,2026-07-27 21:35:11
Housing Department,Regarding implementation of Slum Rehabilitation Scheme in Mumbai Metropolitan Region through other Government / Semi-Government Corporations / Authorities / Local Self-Government on Joint Venture basis.,202409061713029409,06-09-2024,429,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409061713029409.pdf,6,439518,GR_DATASET\pdfs\Housing Department\202409061713029409.pdf,Downloaded,2026-07-27 21:35:12
Housing Department,"Regarding the allotment of Plot No. 5 of CTS No 4 5 at Pratiksha Nagar, Sion, to the Mumbai District Central Cooperative Bank.",202409061732028309,06-09-2024,325,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409061732028309.pdf,3,333151,GR_DATASET\pdfs\Housing Department\202409061732028309.pdf,Downloaded,2026-07-27 21:35:12
Housing Department,Regarding disbursement of funds to the Scheduled Tribe (ST Component) category under the Centrally Sponsored Pradhan Mantri Awas Yojana (Urban) in the financial year 2024-25. (Central Share Heading 2216 3123) (State Share Account Head 2216 3132),202409061130444009..,06-09-2024,328,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409061130444009...pdf,3,336283,GR_DATASET\pdfs\Housing Department\202409061130444009...pdf,Downloaded,2026-07-27 21:35:13
Housing Department,Regarding disbursement of funds received from Central Government for Geo-tagging in Capacity Building Activities under Pradhan Mantri Awas Yojana (Urban)...,202409061524531609,06-09-2024,153,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409061524531609.pdf,2,156225,GR_DATASET\pdfs\Housing Department\202409061524531609.pdf,Downloaded,2026-07-27 21:35:14
Housing Department,Regarding providing funds from the Maharashtra Shelter Fund for the repair of buildings constructed under the Prime Ministers Grant Project...,202408291809361009,29-08-2024,279,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408291809361009.pdf,2,286052,GR_DATASET\pdfs\Housing Department\202408291809361009.pdf,Downloaded,2026-07-27 21:35:15
Housing Department,"Policy regarding distribution of flats within quota of 10 share of Government out of plots to be constructed on plots distributed/to be distributed under Regulation 16 of Maharashtra Housing and Regional Development (Disposal of Land) Regulations, 1982",202408301059252509,29-08-2024,151,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408301059252509.pdf,3,154579,GR_DATASET\pdfs\Housing Department\202408301059252509.pdf,Downloaded,2026-07-27 21:35:15
Housing Department,Policy on Creation and distribution of P.A.P. Tenements for persons affected due to implementation of public interest Vital projects,202408191734436609,19-08-2024,168,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408191734436609.pdf,7,172298,GR_DATASET\pdfs\Housing Department\202408191734436609.pdf,Downloaded,2026-07-27 21:35:16
Housing Department,Regarding the appointment of a study group of experts in Housing Department for Business Process Re-engineering of notified services.,202408121300547909,12-08-2024,567,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408121300547909.pdf,3,580810,GR_DATASET\pdfs\Housing Department\202408121300547909.pdf,Downloaded,2026-07-27 21:35:17
Housing Department,"Regarding approval of administrative and financial expenditure to the extent of Rs. 100 crores for publicity and publicity for public awareness, enlightenment and public communication regarding various housing projects going on under the Housing Department as well as Pradhan Mantri Awas Yojana (Urban).",202408051801218909..,05-08-2024,266,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408051801218909...pdf,4,272808,GR_DATASET\pdfs\Housing Department\202408051801218909...pdf,Downloaded,2026-07-27 21:35:18
Housing Department,Regarding disbursement of balance of funds received from Central Government for Third Party Quality Assurance (TPQM) under Centrally Sponsored Pradhan Mantri Awas Yojana (Urban)...,202408051807184609,05-08-2024,689,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408051807184609.pdf,2,705793,GR_DATASET\pdfs\Housing Department\202408051807184609.pdf,Downloaded,2026-07-27 21:35:19
Housing Department,"Regarding sanctioning implementation of slum rehabilitation scheme in joint partnership of MMRDA and SRA to rehabilitate slum dwellers in Ramabai Ambedkar Nagar, Ghatkopar.",202407311518418009...,31-07-2024,153,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407311518418009....pdf,3,156784,GR_DATASET\pdfs\Housing Department\202407311518418009....pdf,Downloaded,2026-07-27 21:35:20
Housing Department,Land acquisition of Nanabahi chawal under Section 91(A) of MHAD Act 1976.,202407241258195609,24-07-2024,150,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407241258195609.pdf,3,153870,GR_DATASET\pdfs\Housing Department\202407241258195609.pdf,Downloaded,2026-07-27 21:35:21
Housing Department,"Sections 77, 79 (a) of the MHAD Act, 1976 regarding redevelopment of cessed buildings declared dangerous in the city of Mumbai as well as redevelopment projects of cessed buildings under regulation 33(6), 33(7) and 33(9) of the Development Control Regulations left in a semi-deployed state by the owner/developer, 91 (A) and 95-A Guidelines regarding the action to be taken under the amendment",202407191451499109,19-07-2024,154,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407191451499109.pdf,2,157890,GR_DATASET\pdfs\Housing Department\202407191451499109.pdf,Downloaded,2026-07-27 21:35:21
Housing Department,"Appointment for the post of Chairperson, Maharashtra Real Estate Regulatory Authority",202407151807567109,16-07-2024,188,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407151807567109.pdf,2,192439,GR_DATASET\pdfs\Housing Department\202407151807567109.pdf,Downloaded,2026-07-27 21:35:22
Housing Department,Remuneration to the owners of cess and noncess building for Redevelopment in Kamathipura.,202407021516177309,02-07-2024,222,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407021516177309.pdf,2,227150,GR_DATASET\pdfs\Housing Department\202407021516177309.pdf,Downloaded,2026-07-27 21:35:22
Housing Department,"Regarding appointment to the post of Member (Administrative/Technical), Maharashtra Real Estate Appellate Tribunal",202406131458210409,13-06-2024,164,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406131458210409.pdf,2,168113,GR_DATASET\pdfs\Housing Department\202406131458210409.pdf,Downloaded,2026-07-27 21:35:23
Housing Department,"To constitute a committee to make recommendations for amending the Maharashtra Apartment Ownership Act, 1970 and the Maharashtra Apartment Ownership Rules, 1972",202406071329162809,07-06-2024,316,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406071329162809.pdf,3,323161,GR_DATASET\pdfs\Housing Department\202406071329162809.pdf,Downloaded,2026-07-27 21:35:24
Housing Department,Regarding appointment of Director for Special Purpose Company (SPV) set up for implementation of Dharavi Redevelopment Project under Dharavi Notified Area.,202406071446273009,07-06-2024,154,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406071446273009.pdf,3,157870,GR_DATASET\pdfs\Housing Department\202406071446273009.pdf,Downloaded,2026-07-27 21:35:25
Housing Department,As per Development Control Rules-2022 regarding determination of procedure regarding payment of Land TDR sanctioned for transfer of slum occupied land,202406071442553009,07-06-2024,160,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406071442553009.pdf,5,163626,GR_DATASET\pdfs\Housing Department\202406071442553009.pdf,Downloaded,2026-07-27 21:35:25
Housing Department,Regarding disbursement of Cess and Government Contribution to the Maharashtra Housing and Area Development Authority for the financial year 2023-24 Mumbai to be deposited in the Mumbai Building Repair and Reconstruction Board,202403281255554909,28-03-2024,151,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403281255554909.pdf,3,154805,GR_DATASET\pdfs\Housing Department\202403281255554909.pdf,Downloaded,2026-07-27 21:35:26
Housing Department,Financial year 2023-24 Regarding disbursement of cess and government contribution to the Maharashtra Housing and Area Development Authority for depositing in the Mumbai Building Repair and Reconstruction Board,202403281733046009,28-03-2024,315,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403281733046009.pdf,3,322201,GR_DATASET\pdfs\Housing Department\202403281733046009.pdf,Downloaded,2026-07-27 21:35:27
Housing Department,Regarding disbursement of funds to the Scheduled Tribe (ST Component) category under the Centrally Sponsored Pradhan Mantri Awas Yojana (Urban) in the financial year 2023-24. (Central Share Heading 22163123) (State Share Heading 22163132),202403181823080709,18-03-2024,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403181823080709.pdf,3,148776,GR_DATASET\pdfs\Housing Department\202403181823080709.pdf,Downloaded,2026-07-27 21:35:28
Housing Department,Regarding disbursement of funds to the Scheduled Caste (SC Component) category under the Centrally Sponsored Pradhan Mantri Awas Yojana (Urban) in the financial year 2023-24. (Central Share Heading 22163232) (State share account head 22163241),202403151935509009,15-03-2024,201,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403151935509009.pdf,3,205422,GR_DATASET\pdfs\Housing Department\202403151935509009.pdf,Downloaded,2026-07-27 21:35:28
Housing Department,Regarding provision of housing in Mumbai metropolitan area for mill workers in closed/sick mills in Mumbai.,202403151940147609,15-03-2024,203,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403151940147609.pdf,9,207515,GR_DATASET\pdfs\Housing Department\202403151940147609.pdf,Downloaded,2026-07-27 21:35:29
Housing Department,Dharavi Redevelopment Project- Regarding enhancement of powers of Secretary Committee,202403131744412809,13-03-2024,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403131744412809.pdf,2,148608,GR_DATASET\pdfs\Housing Department\202403131744412809.pdf,Downloaded,2026-07-27 21:35:30
Housing Department,Cluster redevelopment of buildings at Abhudaya Nagar (Kalachowki) layout of MHAD through Construction and Development Agency,202403061519460309..,06-03-2024,172,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403061519460309...pdf,5,176677,GR_DATASET\pdfs\Housing Department\202403061519460309...pdf,Downloaded,2026-07-27 21:35:31
Housing Department,Implementation to Senior Citizen Policy 2013.,202403041629406509,04-03-2024,150,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403041629406509.pdf,2,154006,GR_DATASET\pdfs\Housing Department\202403041629406509.pdf,Downloaded,2026-07-27 21:35:31
Housing Department,Regarding the extension of time to the study group appointed to recommend to the Government regarding setting up of Slum Rehabilitation Authority for other areas of the State except Slum Rehabilitation Authority Mumbai/Pune and Pimpri Chinchwad and Nagpur as well as Mumbai Metropolitan Region Slum Rehabilitation Authority (MMR-SRA).,202402291420490309,29-02-2024,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291420490309.pdf,3,148189,GR_DATASET\pdfs\Housing Department\202402291420490309.pdf,Downloaded,2026-07-27 21:35:32
Housing Department,Regarding disbursement of interest amount on Vidarbha Housing Board Employees Contributory Provident Fund in the financial year 2023-2024,202402291536392709,29-02-2024,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291536392709.pdf,2,142622,GR_DATASET\pdfs\Housing Department\202402291536392709.pdf,Downloaded,2026-07-27 21:35:33
Housing Department,Regarding disbursement of interest amount on Employees Provident Fund of Maharashtra Housing Board in the financial year 2023-2024.,202402291539053709,29-02-2024,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291539053709.pdf,2,142697,GR_DATASET\pdfs\Housing Department\202402291539053709.pdf,Downloaded,2026-07-27 21:35:33
Housing Department,Regarding disbursement of State share funds corresponding to Central share funds (Other than SC/ST Component) received from Govt.,202402291614160909....,29-02-2024,169,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291614160909.....pdf,2,173361,GR_DATASET\pdfs\Housing Department\202402291614160909.....pdf,Downloaded,2026-07-27 21:35:34
Housing Department,Regarding disbursement of Central Share funds (Other than SC/ST Component) received from Central Government under Pradhan Mantri Awas Yojana (Urban).,202402291618358609,29-02-2024,341,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291618358609.pdf,2,349271,GR_DATASET\pdfs\Housing Department\202402291618358609.pdf,Downloaded,2026-07-27 21:35:35
Housing Department,Regarding disbursement of cess amount to Maharashtra Housing and Area Development Authority for the financial year 2023-24 to be deposited in Mumbai Building Repair and Reconstruction Fund,202402291735173009,29-02-2024,209,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291735173009.pdf,3,213520,GR_DATASET\pdfs\Housing Department\202402291735173009.pdf,Downloaded,2026-07-27 21:35:36
Housing Department,Regarding disbursement of Central Component funds (Other than SC/ST Component) received from Central Government under Pradhan Mantri Awas Yojana (Urban) and not reflected in PFMS system.,202402271245552109,26-02-2024,150,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402271245552109.pdf,2,153425,GR_DATASET\pdfs\Housing Department\202402271245552109.pdf,Downloaded,2026-07-27 21:35:37
Housing Department,Regarding disbursement of State share funds (Other than SC/ST Component) received from Central Government under Pradhan Mantri Awas Yojana (Urban) and not reflected in PFMS system.,202402271249511809,26-02-2024,150,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402271249511809.pdf,2,154063,GR_DATASET\pdfs\Housing Department\202402271249511809.pdf,Downloaded,2026-07-27 21:35:38
Housing Department,"Regarding redevelopment of 25 buildings of Sindhi refugees, G. T. B. Nagar, Survey No.1/89, 2/89, 2/12 (Pt.) situated at Sion Koliwada.",202402231447455409,23-02-2024,161,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402231447455409.pdf,5,165296,GR_DATASET\pdfs\Housing Department\202402231447455409.pdf,Downloaded,2026-07-27 21:35:38
Housing Department,Regarding the implementation of the recommendations of the Committee constituted regarding the constraints / demands of the Labor Co-operative Societies.,202402141758543809,14-02-2024,143,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402141758543809.pdf,3,146795,GR_DATASET\pdfs\Housing Department\202402141758543809.pdf,Downloaded,2026-07-27 21:35:39
Housing Department,Guidelines on charging premium to private developers for redevelopment of slums on Government land.,202402071840424109,07-02-2024,137,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402071840424109.pdf,2,140695,GR_DATASET\pdfs\Housing Department\202402071840424109.pdf,Downloaded,2026-07-27 21:35:40
Housing Department,Regarding reduction of transfer fee levied on transfer of residential rehabilitation flats under Slum Rehabilitation Scheme after prescribed period.,202402011846017709,01-02-2024,133,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402011846017709.pdf,1,136001,GR_DATASET\pdfs\Housing Department\202402011846017709.pdf,Downloaded,2026-07-27 21:35:40
Housing Department,Regarding disbursement of funds to the Scheduled Castes (SC Component) category under the Centrally Sponsored Pradhan Mantri Awas Yojana (Urban) in the financial year 2023-24 (Central share 2216 3232) Rs.30.126 crores,202401311633203709,31-01-2024,143,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401311633203709.pdf,2,146118,GR_DATASET\pdfs\Housing Department\202401311633203709.pdf,Downloaded,2026-07-27 21:35:41
Housing Department,Regarding disbursement of funds to the Scheduled Castes (SC Component) category under the Centrally Sponsored Pradhan Mantri Awas Yojana (Urban) in the financial year 2023-24 (State share 2216 3241) Rs.20.084 crores,202401311637118309,31-01-2024,144,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401311637118309.pdf,2,147705,GR_DATASET\pdfs\Housing Department\202401311637118309.pdf,Downloaded,2026-07-27 21:35:41
Housing Department,"Mauje Kumbhari under Pradhan Mantri Awas Yojana (Urban) South Solapur, Dist. Ray Nagar Housing Co. in Solapur. Regarding provision of Rs.26.50 lakhs from Maharashtra Nivara Fund to Ray-Nagar Federation for local addresses (Digital Address) of first phase out of 30,000 shelters approved by Operative Society Federation.",202401311640229109,31-01-2024,158,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401311640229109.pdf,4,162014,GR_DATASET\pdfs\Housing Department\202401311640229109.pdf,Downloaded,2026-07-27 21:35:42
Housing Department,"Mauje Kumbhari under Pradhan Mantri Awas Yojana (Urban) South Solapur, Dist. Ray Nagar Housing Co. in Solapur. Regarding provision of Rs.23.64 crore from Maharashtra Shelter Fund for access road, street lights and solid waste management for 30000 shelters approved by Operative Society Federation.",202401311643116809,31-01-2024,158,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401311643116809.pdf,4,161722,GR_DATASET\pdfs\Housing Department\202401311643116809.pdf,Downloaded,2026-07-27 21:35:43
Housing Department,"Building No.127-129, 131-133, 137-141, 145-146A, 145B, 145C, 145D, 145E, 145F, 145F F (Stall), 145G, 147-151, 153-155, Sane Guruji Marg, 439 , 439- AB, 139-C, 439D, 449-451, 453, 455, 457-463, no. m. Joshi Marg, Byculla Division, for combined reconstruction of these buildings City Survey No - 2054, 2055, 2056, 2058, 2059, 1/2061, 2/2061, 3/2061, 2062, 2064, 2065, 1/2056, 2057, 1 /2057 regarding land acquisition of this property",202401241757044109,24-01-2024,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401241757044109.pdf,2,142491,GR_DATASET\pdfs\Housing Department\202401241757044109.pdf,Downloaded,2026-07-27 21:35:43
Housing Department,"Regarding permission for construction of office building of Slum Rehabilitation Authority, Pune and Pimpri-Chinchwad Area, Pune.",202401151409206609..,15-01-2024,150,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401151409206609...pdf,3,153999,GR_DATASET\pdfs\Housing Department\202401151409206609...pdf,Downloaded,2026-07-27 21:35:44
Housing Department,Regarding preparation of Supplementary Annexure-2 regarding eligibility and disqualification of slum dwellers,202401121646039709,12-01-2024,216,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401121646039709.pdf,4,221096,GR_DATASET\pdfs\Housing Department\202401121646039709.pdf,Downloaded,2026-07-27 21:35:45
Housing Department,"City Survey No.1/112 Parel Shivdi Division, Building No.75-75A 75B, Cess No. F/South- 1052(4B) and F/South- 1052 (5-6), Dr. S. S.Rao Road, Lalbagh, Mumbai 400 012.Regarding land acquisition of property known as Panwala Chawl No. 2 3",202401111209143909,11-01-2024,149,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401111209143909.pdf,3,152788,GR_DATASET\pdfs\Housing Department\202401111209143909.pdf,Downloaded,2026-07-27 21:35:46
Housing Department,"City Survey No. 563, Final Plot No. 270, TPS-III, Mahim Division, Building No.110A 110, Cess No.C/North-5549(1), C/North-5549 (1A), Senapati Bapat Marg, Matunga (W), Mahim-400 016, regarding the acquisition of land of the property known as Jasoda Co-operative Housing Society at...",202401101609565209,10-01-2024,152,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401101609565209.pdf,3,155680,GR_DATASET\pdfs\Housing Department\202401101609565209.pdf,Downloaded,2026-07-27 21:35:46
Housing Department,"City Survey No. / Final Plot No. 53/74, Parel Shivdi Division, Cess No.FS 545(4-4A) (4B) Building No.174 174 A A, Dr. BA Road, Ganesh Galli, Lalbagh, Mumbai-400012, Regarding land acquisition of the property known as Taranath Niwas.",202401101613295109,10-01-2024,151,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401101613295109.pdf,3,154699,GR_DATASET\pdfs\Housing Department\202401101613295109.pdf,Downloaded,2026-07-27 21:35:47
Housing Department,"City Survey No.1646 1646/1, Final Plot No.217, TPS-IV, Mahim Division, Building No.31-31 C-53-53I 33, Cess No.C/North-4359(2) 4359 (3), regarding acquisition of land known as RK Building No.1 2 and Swami Samarth Kripa Building at Gokhale Road and Ranade Road, Dadar",202401091233511409.,09-01-2024,148,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401091233511409..pdf,3,152411,GR_DATASET\pdfs\Housing Department\202401091233511409..pdf,Downloaded,2026-07-27 21:35:47
