Department,Title,Unique_Code,GR_Date,Website_Size,PDF_URL,Pages,Downloaded_Size(Bytes),Local_File,Download_Status,Downloaded_On
Persons with Disabilities Welfare Department,Regarding the strict implementation of safety measures for the admitted students in Government/ Aided/ Unaided Residential/ Non-Residential Disabled Activities in the Department of Persons with Disability Welfare Department.,202409231545539935,23-09-2024,410,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409231545539935.pdf,6,420272,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202409231545539935.pdf,Downloaded,2026-07-27 22:00:39
Persons with Disabilities Welfare Department,"Continuation to 350 Temporary Post on the Establishment of Commissionerate of Disabilities Welfare Department, Pune Period 01.09.2024 to 28.02.2025",202409131433290735,12-09-2024,215,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409131433290735.pdf,12,219731,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202409131433290735.pdf,Downloaded,2026-07-27 22:00:40
Persons with Disabilities Welfare Department,"Regarding the appointment of Non-governmental members to the State Advisory Board as per section- 66 of the Rights of persons with Disabilities Act, 2016.",202409101136552535,10-09-2024,959,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409101136552535.pdf,4,981875,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202409101136552535.pdf,Downloaded,2026-07-27 22:00:41
Persons with Disabilities Welfare Department,constitution of Departmental Promotion Committee for granting the benefit of Assured Progression Scheme under Revised Service of Three Benefits to Gazetted / Non-Gazetted Officers / Employees of Disability Welfare Department in Seventh Pay Commission.,202409101216391135,10-09-2024,849,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409101216391135.pdf,2,869143,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202409101216391135.pdf,Downloaded,2026-07-27 22:00:42
Persons with Disabilities Welfare Department,Government approval to grant-in-aid for 3 special schools runed by Khateshwar Magasvargiya Bahuudeshiya vyavsayik Shikshan Santha Amravati.,202409091419360135,09-09-2024,758,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202409091419360135.pdf,4,776005,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202409091419360135.pdf,Downloaded,2026-07-27 22:00:42
Persons with Disabilities Welfare Department,"Regarding the appointment of Non-official Members of the State Advisory Board as per Section-66 of the Rights of Persons with Disabilities Act, 2016.",202408211521024435,21-08-2024,420,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408211521024435.pdf,3,430338,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202408211521024435.pdf,Downloaded,2026-07-27 22:00:43
Persons with Disabilities Welfare Department,Regarding checking the disability of the candidates to be appointed in Government/ Semi-Government as well as Government funded institutions.,202408191440281635,16-08-2024,745,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408191440281635.pdf,3,762774,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202408191440281635.pdf,Downloaded,2026-07-27 22:00:44
Persons with Disabilities Welfare Department,transfer of the management of kai.Rajabai Dhanorkar apang vidyalaya from Satyai Shikshan sanstha Dhanora to Rahemaniya Talimi society Nilanga.,202408011226015335,31-07-2024,143,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202408011226015335.pdf,2,146842,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202408011226015335.pdf,Downloaded,2026-07-27 22:00:45
Persons with Disabilities Welfare Department,Actions taken as per the provisions of the policy laid down regarding recognition of grant/ Non-Grant Schools of disabled.,202407301530453935,30-07-2024,140,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407301530453935.pdf,2,143018,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407301530453935.pdf,Downloaded,2026-07-27 22:00:46
Persons with Disabilities Welfare Department,transfer of the management of Indrayani special school for MR children from Indrayani Manovikas Sanstha Akola to Rashtrasant Shikshan Sanskruti Dnyanpith Masod.,202407311126523435,30-07-2024,236,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407311126523435.pdf,3,241563,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407311126523435.pdf,Downloaded,2026-07-27 22:00:47
Persons with Disabilities Welfare Department,Regarding selection of rehabilitation homes for mentally ill persons through voluntary organizations.,202407301244586335,29-07-2024,159,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407301244586335.pdf,4,163243,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407301244586335.pdf,Downloaded,2026-07-27 22:00:49
Persons with Disabilities Welfare Department,Government approval for extension of appointment of administrator to mukbadhir audyogik sanstha shankarnagar nagpur,202407191308289135,19-07-2024,165,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407191308289135.pdf,2,169247,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407191308289135.pdf,Downloaded,2026-07-27 22:00:51
Persons with Disabilities Welfare Department,Transfer Two special schools runed by Rashtriy shikshan prasarak mandal to Divyang Welfare association Beed,202407231225269935,19-07-2024,141,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407231225269935.pdf,2,144611,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407231225269935.pdf,Downloaded,2026-07-27 22:00:52
Persons with Disabilities Welfare Department,Grant-in-policy for Special Schools/Workshops/MDC Homes.,202407161623388635,16-07-2024,910,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407161623388635.pdf,35,931768,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407161623388635.pdf,Downloaded,2026-07-27 22:00:53
Persons with Disabilities Welfare Department,All the Ministry Departments / All Departments / Offices under their administrative control to make the websites of the Departments accessible to the disabled.,202407151257570535,12-07-2024,378,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407151257570535.pdf,3,386678,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407151257570535.pdf,Downloaded,2026-07-27 22:00:54
Persons with Disabilities Welfare Department,"transfer of the management of Bhatkya Vimukt Caste Education Institute, Pune Sanchalit Mukbadhir Vidyalaya, Wagholi, Tt. Haveli, Dist. Pune to Srikrishna Sevabhavi Shikshan Sanstha, Cage, Tt. Cage, Dist.Beed",202407091214199135,05-07-2024,144,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407091214199135.pdf,2,147690,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407091214199135.pdf,Downloaded,2026-07-27 22:00:55
Persons with Disabilities Welfare Department,"Maharashtra State Disability Finance and Development Corporation Limited, Mumbai regarding disbursement of grant under 36-Subsidiary Grants (Salaries) to the Corporation (Unconditional) in the financial year 2024-25.",202407031216022435,03-07-2024,147,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202407031216022435.pdf,3,150572,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202407031216022435.pdf,Downloaded,2026-07-27 22:00:56
Persons with Disabilities Welfare Department,Regarding making Unique Identity Card (Unique Disability Identity Card-UDID Card) compulsory to get all benefits related to disability on the lines of Central Government.,202406271319534035,27-06-2024,583,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406271319534035.pdf,4,596726,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202406271319534035.pdf,Downloaded,2026-07-27 22:00:57
Persons with Disabilities Welfare Department,Corrigendum regarding increased number of students for 121 grant-in-aid special residential / non-residential schools/ workshops for the government aided Special Schools.,202406191445523235,19-06-2024,180,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406191445523235.pdf,8,184495,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202406191445523235.pdf,Downloaded,2026-07-27 22:00:58
Persons with Disabilities Welfare Department,Grant-in aid for increase in intake and grant staff to the Government approved 123 grade A residential / non- residential special school / workshop.,202406101441164635,08-06-2024,204,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406101441164635.pdf,6,208665,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202406101441164635.pdf,Downloaded,2026-07-27 22:00:59
Persons with Disabilities Welfare Department,Establishment of a Civil Service Board to make recommendations to the Competent Authority regarding posting/transfer of Employees of Group B (Non Gazeted) Group C.,202406051257055535,05-06-2024,129,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406051257055535.pdf,1,132437,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202406051257055535.pdf,Downloaded,2026-07-27 22:00:59
Persons with Disabilities Welfare Department,"Ministry of Social Justice and Empowerment, Central Government, New Delhi regarding provision of posts for persons with disabilities in State Government establishments as per provisions of the Rights of Persons with Disabilities Act, 2016.",202406041320477835,04-06-2024,317,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202406041320477835.pdf,2,324988,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202406041320477835.pdf,Downloaded,2026-07-27 22:01:00
Persons with Disabilities Welfare Department,formation of a committee to determine the long term strategy for the education of the disabled in the state.,202405071203223435,07-05-2024,141,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202405071203223435.pdf,2,144561,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202405071203223435.pdf,Downloaded,2026-07-27 22:01:01
Persons with Disabilities Welfare Department,Regarding formation of departmental promotion committee.,202404291646432435,29-04-2024,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202404291646432435.pdf,2,142104,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202404291646432435.pdf,Downloaded,2026-07-27 22:01:01
Persons with Disabilities Welfare Department,Procedure for Refund of New Defined Contribution Pension Scheme (DCPS) Contribution Amounts to Teachers and Non-Teaching Employees in Aided Special Schools / Workshops / Kindergartens for Mentally Retarded Children,202404261141281135,26-04-2024,1015,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202404261141281135.pdf,16,1038956,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202404261141281135.pdf,Downloaded,2026-07-27 22:01:02
Persons with Disabilities Welfare Department,declaration of DDO for Persons with Disabilities Welfare Department,202404101258220535,10-04-2024,156,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202404101258220535.pdf,2,159393,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202404101258220535.pdf,Downloaded,2026-07-27 22:01:03
Persons with Disabilities Welfare Department,Regarding disbursement of funds for the financial year 2023-24 in pursuance of survey of persons with disabilities in the state...,202403311709355035,31-03-2024,143,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403311709355035.pdf,3,146327,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403311709355035.pdf,Downloaded,2026-07-27 22:01:04
Persons with Disabilities Welfare Department,"Maharashtra State Disability Finance and Development Corporation Ltd., Mumbai regarding disbursement of funds for the scheme Mobile Shop on Vehicle in the financial year 2023-24 (conditional) Head- 2235 D257",202403301858356735,30-03-2024,147,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403301858356735.pdf,3,150815,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403301858356735.pdf,Downloaded,2026-07-27 22:01:04
Persons with Disabilities Welfare Department,"Maharashtra State Disability Finance and Development Corporation Marya., Mumbai regarding disbursement of funds for the scheme Mobile Shop on Vehicle in the financial year 2023-24 (conditional) Heading - 2235 D257",202403301900497535,30-03-2024,211,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403301900497535.pdf,3,216571,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403301900497535.pdf,Downloaded,2026-07-27 22:01:05
Persons with Disabilities Welfare Department,"Regarding disbursement of grant under 31-Subsidiary Grants (Non-salary) to Maharashtra State Disability Finance and Development Corporation Ltd., Mumbai in the financial year 2023-24 (Conditional)",202403281522353135..,28-03-2024,145,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403281522353135...pdf,3,149384,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403281522353135...pdf,Downloaded,2026-07-27 22:01:06
Persons with Disabilities Welfare Department,"Regarding disbursement of funds under 2235 D364, 31-Subsidiary Grants (Non-Salary) to the Maharashtra State Divyang Finance and Development Corporation Ltd., Mumbai for the financial year 2023-24 (Conditional)",202403261208266735,26-03-2024,147,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403261208266735.pdf,3,150969,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403261208266735.pdf,Downloaded,2026-07-27 22:01:06
Persons with Disabilities Welfare Department,Regarding conducting a survey of disabled persons in the state...,202403161549384735,16-03-2024,268,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403161549384735.pdf,5,273939,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403161549384735.pdf,Downloaded,2026-07-27 22:01:07
Persons with Disabilities Welfare Department,Establishment of a Civil Service Board to make recommendations to the Competent Authority regarding posting/transfer of Employees of Group B (Non Gazeted) Group C.,202403141639096435,14-03-2024,146,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403141639096435.pdf,2,149237,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403141639096435.pdf,Downloaded,2026-07-27 22:01:08
Persons with Disabilities Welfare Department,Government approval to create teaching/non teaching posts of 3 special schools runed by vishwabala samajik bahuddeshiy sanstha palus sangli to be sanctioned.,202403111642264035,11-03-2024,179,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403111642264035.pdf,6,183344,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403111642264035.pdf,Downloaded,2026-07-27 22:01:08
Persons with Disabilities Welfare Department,"Continuation to 350 Temporary Post on the Establishment of Commissionerate of Disabilities Welfare Department, Pune Period 01.03.2024 to 31.08.2024",202403071629336135,07-03-2024,210,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403071629336135.pdf,11,215133,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403071629336135.pdf,Downloaded,2026-07-27 22:01:09
Persons with Disabilities Welfare Department,"Implementation of Old Pension Scheme and Gratuity Scheme to employees of District Disabled Rehabilitation Center at Virar, Dist. Palghar.",202403051650199235,05-03-2024,255,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202403051650199235.pdf,4,261241,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202403051650199235.pdf,Downloaded,2026-07-27 22:01:10
Persons with Disabilities Welfare Department,"Ministry of Social Justice and Empowerment, Central Government, New Delhi regarding provision of posts for Persons with Disabilities in State Government Establishments as per the provisions of the Rights of Persons with Disabilities Act, 2016",202402291717235335,29-02-2024,357,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402291717235335.pdf,2,365169,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202402291717235335.pdf,Downloaded,2026-07-27 22:01:11
Persons with Disabilities Welfare Department,"Regarding disbursement of funds to the Maharashtra State Disability Finance and Development Corporation, Mumbai for the scheme Mobile Shop on Vehicle in the financial year 2023-24. (Conditional) Head- 2235 D257",202402071746194335,07-02-2024,146,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402071746194335.pdf,3,149593,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202402071746194335.pdf,Downloaded,2026-07-27 22:01:12
Persons with Disabilities Welfare Department,Regarding constituting a committee to create an automated system instead of providing helpers / scribes / readers in the examination to disabled candidates.,202402011637473135,01-02-2024,132,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202402011637473135.pdf,1,134988,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202402011637473135.pdf,Downloaded,2026-07-27 22:01:13
Persons with Disabilities Welfare Department,Regarding fixation of retirement pay to the employees retired / retiring on 30th June taking into consideration the increment on the next 1st July.,202401181159141835,16-01-2024,568,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401181159141835.pdf,2,581448,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202401181159141835.pdf,Downloaded,2026-07-27 22:01:14
Persons with Disabilities Welfare Department,"grant of ex-officio recognition to the post of Hostel Superintendent for Special School run by NAWF, Amravati",202401121212184635,12-01-2024,142,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401121212184635.pdf,2,145502,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202401121212184635.pdf,Downloaded,2026-07-27 22:01:15
Persons with Disabilities Welfare Department,"Maharashtra State Disability Finance and Development Corporation Ltd., Mumbai Regarding disbursement of grant under 36-Subsidiary Grants (Salaries) to the Corporation in the financial year 2023-24 (Mandatory).... (Unconditional)",202401051714409535,05-01-2024,147,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401051714409535.pdf,3,150528,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202401051714409535.pdf,Downloaded,2026-07-27 22:01:15
Persons with Disabilities Welfare Department,recognition of sanctioned posts for special school Dr.Babasaheb Ambedkar Niwasi Matimand shala mohadi.,202401041516271835,04-01-2024,158,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401041516271835.pdf,5,162272,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202401041516271835.pdf,Downloaded,2026-07-27 22:01:16
Persons with Disabilities Welfare Department,To revise the pay / consolidated pay of Staff on contact basis / Consolidated Pay of Special schools / Workshops/ Hostels and MDC Home.,202401031700202135,03-01-2024,413,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202401031700202135.pdf,4,422746,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202401031700202135.pdf,Downloaded,2026-07-27 22:01:17
Persons with Disabilities Welfare Department,"filling up the vacant posts in the cadre of teaching and non-teaching staff in aided special schools for the handicapped, attached hostels, workshops (training centers) and childrens homes for the mentally handicapped in the state, in accordance with the governments no-objection certificate.",202312191658375135,19-12-2023,134,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202312191658375135.pdf,1,137164,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202312191658375135.pdf,Downloaded,2026-07-27 22:01:17
Persons with Disabilities Welfare Department,To Establish Disablity rehabilitation centers under Namo Divyang Shakti Abhiyan,202311281605117035,28-11-2023,811,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311281605117035.pdf,8,830319,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202311281605117035.pdf,Downloaded,2026-07-27 22:01:18
Persons with Disabilities Welfare Department,Delegation of Financial Authority,202311161557301235,16-11-2023,130,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311161557301235.pdf,1,132860,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202311161557301235.pdf,Downloaded,2026-07-27 22:01:19
Persons with Disabilities Welfare Department,Government approval to create teaching/non teaching posts of 3 special schools to be sanctioned.,202311131531275435,13-11-2023,165,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311131531275435.pdf,6,169461,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202311131531275435.pdf,Downloaded,2026-07-27 22:01:20
Persons with Disabilities Welfare Department,Implementation of Reservation for Disabled Persons,202311101454007335,10-11-2023,537,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311101454007335.pdf,3,550358,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202311101454007335.pdf,Downloaded,2026-07-27 22:01:21
Persons with Disabilities Welfare Department,"Maharashtra State Finance and Development Corporation for Persons with Disability Ltd., Mumbai to disburse funds for mobile shop on vehicle scheme in the financial year 2023-24. Head of Accounts - 2235 D257",202311061601248435,06-11-2023,146,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202311061601248435.pdf,3,149472,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202311061601248435.pdf,Downloaded,2026-07-27 22:01:22
Persons with Disabilities Welfare Department,"filling up the vacant posts in the cadre of teaching and non-teaching staff in aided special schools for the handicapped, attached hostels, workshops (training centers) and childrens homes for the mentally handicapped in the state, in accordance with the governments no-objection certificate.",202310311148111635,31-10-2023,323,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310311148111635.pdf,3,330867,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202310311148111635.pdf,Downloaded,2026-07-27 22:01:23
Persons with Disabilities Welfare Department,"Marathwada Handicapped Association, Latur Conducted Pratigya Residential Handicapped School, M.I.D.C. Regarding the transfer of the school Latur, Dist. Latur to Dr. Babasaheb Ambedkar Sevabhavi Sanstha, Shurdgaon, Po. Maratala, Loha, Dist. Nanded and shifting to Bondhar Haveli, Dist. Nanded",202310261411309435,26-10-2023,139,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310261411309435.pdf,2,142062,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202310261411309435.pdf,Downloaded,2026-07-27 22:01:24
Persons with Disabilities Welfare Department,Regarding the implementation of the campaign Disabled Welfare Department to the Door of Disability in every district,202310261604497435,26-10-2023,428,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310261604497435.pdf,3,438492,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202310261604497435.pdf,Downloaded,2026-07-27 22:01:24
Persons with Disabilities Welfare Department,Regarding the reconstitution of the committee for the campaign Divyang Kalyan Department Divyanga Ane Dari.,202310231725565835,23-10-2023,357,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310231725565835.pdf,2,365539,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202310231725565835.pdf,Downloaded,2026-07-27 22:01:25
Persons with Disabilities Welfare Department,Continuation of 353 Post period 1-09-2023 to 28-02-2024.,202310051825585335...,05-10-2023,209,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202310051825585335....pdf,11,214980,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202310051825585335....pdf,Downloaded,2026-07-27 22:01:26
Persons with Disabilities Welfare Department,Regarding provision of Environment friendly Mobile shop running on green energy (Mobile Shop on Vehicle) for disabled persons to become self-reliant,202309271559401235,27-09-2023,281,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309271559401235.pdf,3,287295,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202309271559401235.pdf,Downloaded,2026-07-27 22:01:27
Persons with Disabilities Welfare Department,Regarding changes in the Board of Directors of the Maharashtra State Disability Finance and Development Corporation.,202309271604233435,27-09-2023,200,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309271604233435.pdf,3,204463,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202309271604233435.pdf,Downloaded,2026-07-27 22:01:28
Persons with Disabilities Welfare Department,Regarding the appointment of a Cabinet Sub-Committee to take up the various demands of the Deaf Divyang in the state.,202309181403136535,18-09-2023,306,https://gr.maharashtra.gov.in/Site/Upload/Government%20Resolutions/English/202309181403136535.pdf,2,313426,GR_DATASET\pdfs\Persons with Disabilities Welfare Department\202309181403136535.pdf,Downloaded,2026-07-27 22:01:28
